x1,x2,x3,x4,x5,x6,x7
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.1831232597167531,0.94352190831566,1.0730557625468902,1.0561364507306197,1.0166444463251205,0.9775743487353209,1.0156971755269137
1.0520819632495801,0.8949597249943384,0.6449175986321108,0.7465387677600018,0.8774109380851268,0.8649424254776521,0.9106105033062356
0.9345365003938044,0.7925948276970983,0.8114084164199122,0.7887381879796235,0.7502231534909749,0.7472669715579767,0.7441546573814625
0.8667168992587013,0.7174719899835004,0.5749986755082902,0.6601715059964627,0.6508202445776883,0.6534393209556677,0.6540356143711201
0.8307211233572999,0.6868378481789303,0.5967884822979614,0.600561905247649,0.5940598696557486,0.5961150864496073,0.6115141207023969
0.8084135353321571,0.6519925113095656,0.5242573666337521,0.5421189191461894,0.5688408692760963,0.5685644246856107,0.5946984138931868
0.794074571161719,0.63617328739919,0.501134127935868,0.5188782175824799,0.5683651537410429,0.561761970296533,0.5914813335103427
0.7952842488407712,0.6297168596938314,0.4860922236039886,0.513738518286001,0.5774288085337567,0.5705788015588531,0.5866241079223268
0.818710662438045,0.6260786834129505,0.48825426033691155,0.5204457060492581,0.5759010384242919,0.5723116552040378,0.5797775177705163
