run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.955406975282053,0.9554055489081884,0.9554050956440632,0.9554061140293314,0.9554074199937167,0.9554072131555995,0.9554068847672919,0.9554043643622812
0.9421331640927915,0.9421416301144298,0.9421357822790828,0.942132933275507,0.9421337493754335,0.9421306424956258,0.9421338256844906,0.9421339807664432
0.9260114537029505,0.926016742193735,0.9259934965867966,0.9259990648193537,0.9259876314525728,0.9259841675713618,0.9259929818142123,0.9259884431480415
0.9036643631211816,0.9036269395697777,0.9036385731558169,0.9036362567409593,0.9036172469191602,0.9036277845009899,0.9036166935910428,0.9036249790837534
0.8820559927644461,0.8820442205131162,0.8820394306311632,0.8820203893256239,0.8820061423515362,0.8820071242311404,0.8820055333967196,0.8819976047222248
0.8692213683339804,0.869221594257338,0.8692283680959926,0.8692301004611337,0.869238176059878,0.869234536601094,0.8692349614040924,0.869245076337076
0.8693525556941982,0.8693564718101231,0.8693533676567337,0.8693700724956928,0.8693731057119275,0.8693702252592972,0.8693687670591156,0.8693710925635251
0.8830643985218023,0.8830545437348378,0.8830721387969993,0.8830716821305329,0.8830759373594643,0.8830792504950399,0.8830718324120532,0.8830651662634588
0.9112002536805737,0.9112102086528481,0.9111940301532916,0.9111954853605918,0.9111973743910172,0.9111911109197726,0.9112024288777169,0.9112009388140859
